"","time","lwp","trel"
"4023",82920,50.5882530212402,5.03333333333333
"4024",82940,30.5169525146484,5.03888888888889
"4025",82960,23.8823509216309,5.04444444444444
"4026",82980,23.8823509216309,5.05
"4027",83000,14.4322032928467,5.05555555555556
"4028",83020,11.5084743499756,5.06111111111111
"4029",83040,9.66949081420898,5.06666666666667
"4030",83060,9.61344432830811,5.07222222222222
"4031",83080,7.75423669815063,5.07777777777778
"4032",83100,7.0254225730896,5.08333333333333
"4033",83120,7.0254225730896,5.08888888888889
"4034",83140,5.96581077575684,5.09444444444444
"4035",83160,5.68376159667969,5.1
"4036",83180,5.47008514404297,5.10555555555556
"4037",83200,5.44067859649658,5.11111111111111
"4038",83220,5.06034517288208,5.11666666666667
"4039",83240,4.80172491073608,5.12222222222222
"4040",83260,4.79487276077271,5.12777777777778
"4041",83280,4.3103461265564,5.13333333333333
"4042",83300,4.10344886779785,5.13888888888889
"4043",83320,4.10344886779785,5.14444444444444
"4044",83340,3.80172491073608,5.15
"4045",83360,3.18260836601257,5.15555555555556
"4046",83380,2.89565134048462,5.16111111111111
"4047",83400,2.89655089378357,5.16666666666667
"4048",83420,2.39473557472229,5.17222222222222
