"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"67",77.2957765950629,6.4154905860599,0,4405.89656152316,-39.3487429927379,0,NA,1,-15.3333333333333,103.756885478829,-42.5800018008798,-34.7800019752234,0,0,NA,NA,3700,4950,0,0,0,"MODIS"
"68",76.6340366352907,7.13918783884442,0,3947.83055198973,-35.6765102992128,0,NA,2,-14.3333333333333,104.228405648267,-38.2200018983334,-32.0400020364672,0,0,NA,NA,3450,4200,0,0,0,"MODIS"
"69",75.9884575780744,7.8186031497412,0,3107.58636788049,-27.8511692636126,0,NA,3,-13.3333333333333,104.681491596639,-30.8500020630657,-24.9800021942705,0,0,NA,NA,2750,3450,0,0,0,"MODIS"
"70",78.8544475792632,4.81065034274733,0,2215.4840777944,-19.2788794692236,0,NA,-3,-17.6666666666667,99.4277427400677,-27.7700021319091,-25.1200021911412,0,0,NA,NA,2050,2500,0,0,0,"MODIS"
"71",78.1806958125522,5.45816543326162,0,2407.04483804053,-24.6745147270252,0,NA,-2,-16.6666666666667,99.709819690442,-26.5600021589547,-22.4100022517144,0,0,NA,NA,2050,2750,0,0,0,"MODIS"
"72",77.5171705032818,6.16628743303358,0,2587.26169844021,-25.3856193342904,0,NA,-1,-15.6666666666667,99.9612963764978,-27.3200021419674,-22.3000022541731,0,0,NA,NA,2250,3000,0,0,0,"MODIS"
"73",76.8542096610674,6.90194078896532,0,3077.19659710222,-28.1612423198907,0,NA,0,-14.6666666666667,100.190324338695,-28.700002111122,-24.950002194941,0,0,NA,NA,2750,3200,0,0,0,"MODIS"
"74",76.2011605937943,7.59751901923236,0,3551.82957393484,-31.340919345322,0,NA,1,-13.6666666666667,100.40472556391,-30.4700020715594,-27.8200021307915,0,0,NA,NA,3200,3450,0,0,0,"MODIS"
"75",75.5690882252613,8.26945730194281,0,3641.0358565737,-31.4117767698098,0,NA,2,-12.6666666666667,100.597738742002,-30.3700020737946,-24.8000021982938,0,0,NA,NA,2950,3450,0,0,0,"MODIS"
"76",74.9529003186205,8.94049602156989,0,4233.90183028286,-36.5176266980878,0,NA,3,-11.6666666666667,100.768240256654,-51.2600016068667,-25.9700021721422,0,0,NA,NA,3000,6000,0,0,0,"MODIS"
"77",77.7938308366322,5.85971942416406,0,NA,NA,NA,NA,-3,-16.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
